level,entity_name,state,year,quarter,registered_users
districts,ghaziabad,uttar-pradesh,2018,4,713372
districts,prayagraj,uttar-pradesh,2018,4,451019
districts,varanasi,uttar-pradesh,2018,4,447144
districts,kanpur nagar,uttar-pradesh,2018,4,434315
districts,agra,uttar-pradesh,2018,4,322749
districts,gorakhpur,uttar-pradesh,2018,4,279761
districts,meerut,uttar-pradesh,2018,4,258843
districts,bareilly,uttar-pradesh,2018,4,233073
pincodes,201301,uttar-pradesh,2018,4,250205
pincodes,201009,uttar-pradesh,2018,4,118561
pincodes,201307,uttar-pradesh,2018,4,115602
pincodes,211002,uttar-pradesh,2018,4,99215
pincodes,201318,uttar-pradesh,2018,4,98765
pincodes,201102,uttar-pradesh,2018,4,83251
pincodes,201308,uttar-pradesh,2018,4,83096
pincodes,250001,uttar-pradesh,2018,4,82743
pincodes,201014,uttar-pradesh,2018,4,81787
pincodes,201304,uttar-pradesh,2018,4,81781
districts,gautam buddha nagar,uttar-pradesh,2018,1,448768
districts,lucknow,uttar-pradesh,2018,1,380070
districts,ghaziabad,uttar-pradesh,2018,1,329683
districts,prayagraj,uttar-pradesh,2018,1,220198
districts,kanpur nagar,uttar-pradesh,2018,1,208389
districts,varanasi,uttar-pradesh,2018,1,206788
districts,agra,uttar-pradesh,2018,1,148387
districts,gorakhpur,uttar-pradesh,2018,1,132769
districts,meerut,uttar-pradesh,2018,1,123619
districts,bareilly,uttar-pradesh,2018,1,112369
pincodes,201301,uttar-pradesh,2018,1,114625
pincodes,201307,uttar-pradesh,2018,1,56583
pincodes,201009,uttar-pradesh,2018,1,54783
pincodes,211002,uttar-pradesh,2018,1,51023
pincodes,201318,uttar-pradesh,2018,1,49362
pincodes,201308,uttar-pradesh,2018,1,42420
pincodes,250001,uttar-pradesh,2018,1,41193
pincodes,201014,uttar-pradesh,2018,1,38782
pincodes,226010,uttar-pradesh,2018,1,38589
pincodes,201304,uttar-pradesh,2018,1,37654
districts,gautam buddha nagar,uttar-pradesh,2019,2,1282816
districts,lucknow,uttar-pradesh,2019,2,1011470
districts,ghaziabad,uttar-pradesh,2019,2,975605
districts,prayagraj,uttar-pradesh,2019,2,602739
districts,kanpur nagar,uttar-pradesh,2019,2,585796
districts,varanasi,uttar-pradesh,2019,2,583444
districts,agra,uttar-pradesh,2019,2,461224
districts,gorakhpur,uttar-pradesh,2019,2,387961
districts,meerut,uttar-pradesh,2019,2,361091
districts,bareilly,uttar-pradesh,2019,2,318597
pincodes,201301,uttar-pradesh,2019,2,336709
pincodes,201009,uttar-pradesh,2019,2,163175
pincodes,201307,uttar-pradesh,2019,2,150570
pincodes,201318,uttar-pradesh,2019,2,132350
pincodes,211002,uttar-pradesh,2019,2,127093
pincodes,201102,uttar-pradesh,2019,2,120848
pincodes,250001,uttar-pradesh,2019,2,114100
pincodes,201304,uttar-pradesh,2019,2,110497
pincodes,201308,uttar-pradesh,2019,2,107652
pincodes,201014,uttar-pradesh,2019,2,106204
districts,gautam buddha nagar,uttar-pradesh,2019,3,1415905
districts,lucknow,uttar-pradesh,2019,3,1124832
districts,ghaziabad,uttar-pradesh,2019,3,1088568
districts,prayagraj,uttar-pradesh,2019,3,667277
districts,kanpur nagar,uttar-pradesh,2019,3,655175
districts,varanasi,uttar-pradesh,2019,3,639586
districts,agra,uttar-pradesh,2019,3,530228
districts,gorakhpur,uttar-pradesh,2019,3,434172
districts,meerut,uttar-pradesh,2019,3,408972
districts,bareilly,uttar-pradesh,2019,3,356146
pincodes,201301,uttar-pradesh,2019,3,369425
pincodes,201009,uttar-pradesh,2019,3,181701
pincodes,201307,uttar-pradesh,2019,3,164576
pincodes,201318,uttar-pradesh,2019,3,145568
pincodes,201102,uttar-pradesh,2019,3,139053
pincodes,211002,uttar-pradesh,2019,3,138117
pincodes,250001,uttar-pradesh,2019,3,129231
pincodes,201304,uttar-pradesh,2019,3,121814
pincodes,201308,uttar-pradesh,2019,3,117632
pincodes,247001,uttar-pradesh,2019,3,116900
districts,gautam buddha nagar,uttar-pradesh,2019,4,1537791
districts,lucknow,uttar-pradesh,2019,4,1221681
districts,ghaziabad,uttar-pradesh,2019,4,1189357
districts,prayagraj,uttar-pradesh,2019,4,738307
districts,kanpur nagar,uttar-pradesh,2019,4,718251
districts,varanasi,uttar-pradesh,2019,4,706509
districts,agra,uttar-pradesh,2019,4,593453
districts,gorakhpur,uttar-pradesh,2019,4,483523
districts,meerut,uttar-pradesh,2019,4,455353
districts,bareilly,uttar-pradesh,2019,4,398897
pincodes,201301,uttar-pradesh,2019,4,398548
pincodes,201009,uttar-pradesh,2019,4,198846
pincodes,201307,uttar-pradesh,2019,4,177022
pincodes,201318,uttar-pradesh,2019,4,157783
pincodes,201102,uttar-pradesh,2019,4,156516
pincodes,211002,uttar-pradesh,2019,4,149208
pincodes,250001,uttar-pradesh,2019,4,142373
pincodes,201304,uttar-pradesh,2019,4,132136
pincodes,247001,uttar-pradesh,2019,4,128979
pincodes,201308,uttar-pradesh,2019,4,126492
districts,gautam buddha nagar,uttar-pradesh,2019,1,1143614
districts,lucknow,uttar-pradesh,2019,1,896208
districts,ghaziabad,uttar-pradesh,2019,1,859583
districts,prayagraj,uttar-pradesh,2019,1,532230
districts,varanasi,uttar-pradesh,2019,1,524667
districts,kanpur nagar,uttar-pradesh,2019,1,511583
districts,agra,uttar-pradesh,2019,1,392222
districts,gorakhpur,uttar-pradesh,2019,1,336196
districts,meerut,uttar-pradesh,2019,1,311930
districts,bareilly,uttar-pradesh,2019,1,279714
pincodes,201301,uttar-pradesh,2019,1,301260
pincodes,201009,uttar-pradesh,2019,1,144046
pincodes,201307,uttar-pradesh,2019,1,135947
pincodes,201318,uttar-pradesh,2019,1,118300
pincodes,211002,uttar-pradesh,2019,1,115266
pincodes,201102,uttar-pradesh,2019,1,103700
pincodes,201304,uttar-pradesh,2019,1,98500
pincodes,250001,uttar-pradesh,2019,1,98424
pincodes,201308,uttar-pradesh,2019,1,97239
pincodes,201014,uttar-pradesh,2019,1,95743
districts,gautam buddha nagar,uttar-pradesh,2020,2,1756163
districts,lucknow,uttar-pradesh,2020,2,1434386
districts,ghaziabad,uttar-pradesh,2020,2,1399514
districts,prayagraj,uttar-pradesh,2020,2,892787
districts,kanpur nagar,uttar-pradesh,2020,2,864991
districts,varanasi,uttar-pradesh,2020,2,851213
districts,agra,uttar-pradesh,2020,2,746336
districts,gorakhpur,uttar-pradesh,2020,2,600961
districts,meerut,uttar-pradesh,2020,2,566838
districts,bareilly,uttar-pradesh,2020,2,507342
pincodes,201301,uttar-pradesh,2020,2,445271
pincodes,201009,uttar-pradesh,2020,2,233893
pincodes,201307,uttar-pradesh,2020,2,198973
pincodes,201102,uttar-pradesh,2020,2,197204
pincodes,201318,uttar-pradesh,2020,2,181101
pincodes,250001,uttar-pradesh,2020,2,171693
pincodes,211002,uttar-pradesh,2020,2,168162
pincodes,247001,uttar-pradesh,2020,2,163186
pincodes,201304,uttar-pradesh,2020,2,150626
pincodes,244001,uttar-pradesh,2020,2,148286
districts,gautam buddha nagar,uttar-pradesh,2020,3,1885370
districts,lucknow,uttar-pradesh,2020,3,1551932
districts,ghaziabad,uttar-pradesh,2020,3,1518450
districts,prayagraj,uttar-pradesh,2020,3,974228
districts,kanpur nagar,uttar-pradesh,2020,3,941379
districts,varanasi,uttar-pradesh,2020,3,927313
districts,agra,uttar-pradesh,2020,3,822893
districts,gorakhpur,uttar-pradesh,2020,3,661272
districts,meerut,uttar-pradesh,2020,3,624570
districts,bareilly,uttar-pradesh,2020,3,558821
pincodes,201301,uttar-pradesh,2020,3,472490
pincodes,201009,uttar-pradesh,2020,3,254167
pincodes,201102,uttar-pradesh,2020,3,217344
pincodes,201307,uttar-pradesh,2020,3,212086
pincodes,201318,uttar-pradesh,2020,3,195737
pincodes,250001,uttar-pradesh,2020,3,187222
pincodes,247001,uttar-pradesh,2020,3,180262
pincodes,211002,uttar-pradesh,2020,3,179148
pincodes,244001,uttar-pradesh,2020,3,163682
pincodes,201304,uttar-pradesh,2020,3,161850
districts,gautam buddha nagar,uttar-pradesh,2020,4,2030178
districts,lucknow,uttar-pradesh,2020,4,1684510
districts,ghaziabad,uttar-pradesh,2020,4,1647330
districts,prayagraj,uttar-pradesh,2020,4,1059982
districts,kanpur nagar,uttar-pradesh,2020,4,1022768
districts,varanasi,uttar-pradesh,2020,4,1003989
districts,agra,uttar-pradesh,2020,4,900497
districts,gorakhpur,uttar-pradesh,2020,4,722618
districts,meerut,uttar-pradesh,2020,4,686266
districts,bareilly,uttar-pradesh,2020,4,611236
pincodes,201301,uttar-pradesh,2020,4,504506
pincodes,201009,uttar-pradesh,2020,4,275685
pincodes,201102,uttar-pradesh,2020,4,240152
pincodes,201307,uttar-pradesh,2020,4,227351
pincodes,201318,uttar-pradesh,2020,4,212043
pincodes,250001,uttar-pradesh,2020,4,203632
pincodes,247001,uttar-pradesh,2020,4,199145
pincodes,211002,uttar-pradesh,2020,4,193284
pincodes,244001,uttar-pradesh,2020,4,180332
pincodes,202001,uttar-pradesh,2020,4,177265
districts,gautam buddha nagar,uttar-pradesh,2020,1,1656331
districts,lucknow,uttar-pradesh,2020,1,1329098
districts,ghaziabad,uttar-pradesh,2020,1,1296464
districts,prayagraj,uttar-pradesh,2020,1,816436
districts,kanpur nagar,uttar-pradesh,2020,1,788847
districts,varanasi,uttar-pradesh,2020,1,777234
districts,agra,uttar-pradesh,2020,1,668251
districts,gorakhpur,uttar-pradesh,2020,1,539316
districts,meerut,uttar-pradesh,2020,1,509693
districts,bareilly,uttar-pradesh,2020,1,452872
pincodes,201301,uttar-pradesh,2020,1,425915
pincodes,201009,uttar-pradesh,2020,1,216851
pincodes,201307,uttar-pradesh,2020,1,188483
pincodes,201102,uttar-pradesh,2020,1,176490
pincodes,201318,uttar-pradesh,2020,1,170164
pincodes,211002,uttar-pradesh,2020,1,159892
pincodes,250001,uttar-pradesh,2020,1,156932
pincodes,247001,uttar-pradesh,2020,1,145252
pincodes,201304,uttar-pradesh,2020,1,142149
pincodes,201308,uttar-pradesh,2020,1,134788
districts,gautam buddha nagar,uttar-pradesh,2024,2,4112477
districts,lucknow,uttar-pradesh,2024,2,3433006
districts,ghaziabad,uttar-pradesh,2024,2,3364054
districts,prayagraj,uttar-pradesh,2024,2,2246704
districts,kanpur nagar,uttar-pradesh,2024,2,2116734
districts,varanasi,uttar-pradesh,2024,2,2075958
districts,agra,uttar-pradesh,2024,2,1897322
districts,gorakhpur,uttar-pradesh,2024,2,1541095
districts,meerut,uttar-pradesh,2024,2,1420863
districts,bareilly,uttar-pradesh,2024,2,1304230
pincodes,201301,uttar-pradesh,2024,2,1021560
pincodes,201009,uttar-pradesh,2024,2,569781
pincodes,201102,uttar-pradesh,2024,2,511202
pincodes,201307,uttar-pradesh,2024,2,448420
pincodes,201318,uttar-pradesh,2024,2,427688
pincodes,247001,uttar-pradesh,2024,2,411889
pincodes,250001,uttar-pradesh,2024,2,411227
pincodes,211002,uttar-pradesh,2024,2,399277
pincodes,244001,uttar-pradesh,2024,2,378979
pincodes,202001,uttar-pradesh,2024,2,367824
districts,gautambuddha nagar,uttar-pradesh,2024,3,4449683
districts,lucknow,uttar-pradesh,2024,3,3565800
districts,ghaziabad,uttar-pradesh,2024,3,3496832
districts,prayagraj,uttar-pradesh,2024,3,2284614
districts,agra,uttar-pradesh,2024,3,2103223
districts,kanpur nagar,uttar-pradesh,2024,3,2099245
districts,varanasi,uttar-pradesh,2024,3,2027531
districts,gorakhpur,uttar-pradesh,2024,3,1685478
districts,meerut,uttar-pradesh,2024,3,1591722
districts,bareilly,uttar-pradesh,2024,3,1513919
pincodes,201301,uttar-pradesh,2024,3,929874
pincodes,201009,uttar-pradesh,2024,3,646266
pincodes,201102,uttar-pradesh,2024,3,586024
pincodes,201318,uttar-pradesh,2024,3,557500
pincodes,202001,uttar-pradesh,2024,3,553823
pincodes,244001,uttar-pradesh,2024,3,541197
pincodes,247001,uttar-pradesh,2024,3,500622
pincodes,282001,uttar-pradesh,2024,3,409910
pincodes,201307,uttar-pradesh,2024,3,386339
pincodes,283203,uttar-pradesh,2024,3,375071
districts,gautambuddha nagar,uttar-pradesh,2024,4,4577065
districts,lucknow,uttar-pradesh,2024,4,3675410
districts,ghaziabad,uttar-pradesh,2024,4,3585148
districts,prayagraj,uttar-pradesh,2024,4,2366419
districts,agra,uttar-pradesh,2024,4,2177829
districts,kanpur nagar,uttar-pradesh,2024,4,2169076
districts,varanasi,uttar-pradesh,2024,4,2093895
districts,gorakhpur,uttar-pradesh,2024,4,1752309
districts,meerut,uttar-pradesh,2024,4,1641966
districts,bareilly,uttar-pradesh,2024,4,1565625
pincodes,201301,uttar-pradesh,2024,4,964283
pincodes,201009,uttar-pradesh,2024,4,660474
pincodes,201102,uttar-pradesh,2024,4,600484
pincodes,202001,uttar-pradesh,2024,4,572694
pincodes,201318,uttar-pradesh,2024,4,569084
pincodes,244001,uttar-pradesh,2024,4,557938
pincodes,247001,uttar-pradesh,2024,4,516928
pincodes,282001,uttar-pradesh,2024,4,423154
pincodes,201307,uttar-pradesh,2024,4,394532
pincodes,283203,uttar-pradesh,2024,4,388080
districts,gautam buddha nagar,uttar-pradesh,2024,1,3965080
districts,lucknow,uttar-pradesh,2024,1,3309599
districts,ghaziabad,uttar-pradesh,2024,1,3240845
districts,prayagraj,uttar-pradesh,2024,1,2163437
districts,kanpur nagar,uttar-pradesh,2024,1,2038863
districts,varanasi,uttar-pradesh,2024,1,2000419
districts,agra,uttar-pradesh,2024,1,1827812
districts,gorakhpur,uttar-pradesh,2024,1,1482201
districts,meerut,uttar-pradesh,2024,1,1369150
districts,bareilly,uttar-pradesh,2024,1,1256323
pincodes,201301,uttar-pradesh,2024,1,984239
pincodes,201009,uttar-pradesh,2024,1,548384
pincodes,201102,uttar-pradesh,2024,1,492115
pincodes,201307,uttar-pradesh,2024,1,432835
pincodes,201318,uttar-pradesh,2024,1,412789
pincodes,247001,uttar-pradesh,2024,1,397234
pincodes,250001,uttar-pradesh,2024,1,396593
pincodes,211002,uttar-pradesh,2024,1,384968
pincodes,244001,uttar-pradesh,2024,1,365266
pincodes,202001,uttar-pradesh,2024,1,354474
districts,gautam buddha nagar,uttar-pradesh,2022,2,2973360
districts,lucknow,uttar-pradesh,2022,2,2474317
districts,ghaziabad,uttar-pradesh,2022,2,2421605
districts,prayagraj,uttar-pradesh,2022,2,1590032
districts,kanpur nagar,uttar-pradesh,2022,2,1510491
districts,varanasi,uttar-pradesh,2022,2,1483315
districts,agra,uttar-pradesh,2022,2,1351856
districts,gorakhpur,uttar-pradesh,2022,2,1086399
districts,meerut,uttar-pradesh,2022,2,1020429
districts,bareilly,uttar-pradesh,2022,2,925536
pincodes,201301,uttar-pradesh,2022,2,735907
pincodes,201009,uttar-pradesh,2022,2,407033
pincodes,201102,uttar-pradesh,2022,2,362067
pincodes,201307,uttar-pradesh,2022,2,328207
pincodes,201318,uttar-pradesh,2022,2,310735
pincodes,250001,uttar-pradesh,2022,2,297920
pincodes,247001,uttar-pradesh,2022,2,296944
pincodes,211002,uttar-pradesh,2022,2,284353
pincodes,244001,uttar-pradesh,2022,2,270738
pincodes,202001,uttar-pradesh,2022,2,263278
districts,gautam buddha nagar,uttar-pradesh,2022,3,3130224
districts,lucknow,uttar-pradesh,2022,3,2604663
districts,ghaziabad,uttar-pradesh,2022,3,2549377
districts,prayagraj,uttar-pradesh,2022,3,1678668
districts,kanpur nagar,uttar-pradesh,2022,3,1592126
districts,varanasi,uttar-pradesh,2022,3,1563730
districts,agra,uttar-pradesh,2022,3,1426154
districts,gorakhpur,uttar-pradesh,2022,3,1148103
districts,meerut,uttar-pradesh,2022,3,1075255
districts,bareilly,uttar-pradesh,2022,3,977218
pincodes,201301,uttar-pradesh,2022,3,774591
pincodes,201009,uttar-pradesh,2022,3,428994
pincodes,201102,uttar-pradesh,2022,3,382248
pincodes,201307,uttar-pradesh,2022,3,344791
pincodes,201318,uttar-pradesh,2022,3,327083
pincodes,250001,uttar-pradesh,2022,3,313513
pincodes,247001,uttar-pradesh,2022,3,312774
pincodes,211002,uttar-pradesh,2022,3,300022
pincodes,244001,uttar-pradesh,2022,3,285618
pincodes,202001,uttar-pradesh,2022,3,277452
districts,gautam buddha nagar,uttar-pradesh,2022,4,3286371
districts,lucknow,uttar-pradesh,2022,4,2734333
districts,ghaziabad,uttar-pradesh,2022,4,2676888
districts,prayagraj,uttar-pradesh,2022,4,1763014
districts,kanpur nagar,uttar-pradesh,2022,4,1673173
districts,varanasi,uttar-pradesh,2022,4,1641943
districts,agra,uttar-pradesh,2022,4,1497144
districts,gorakhpur,uttar-pradesh,2022,4,1205580
districts,meerut,uttar-pradesh,2022,4,1127324
districts,bareilly,uttar-pradesh,2022,4,1025341
pincodes,201301,uttar-pradesh,2022,4,814008
pincodes,201009,uttar-pradesh,2022,4,451153
pincodes,201102,uttar-pradesh,2022,4,402243
pincodes,201307,uttar-pradesh,2022,4,361474
pincodes,201318,uttar-pradesh,2022,4,343249
pincodes,250001,uttar-pradesh,2022,4,328666
pincodes,247001,uttar-pradesh,2022,4,328252
pincodes,211002,uttar-pradesh,2022,4,316051
pincodes,244001,uttar-pradesh,2022,4,300073
pincodes,202001,uttar-pradesh,2022,4,291813
districts,gautam buddha nagar,uttar-pradesh,2022,1,2822463
districts,lucknow,uttar-pradesh,2022,1,2348173
districts,ghaziabad,uttar-pradesh,2022,1,2298103
districts,prayagraj,uttar-pradesh,2022,1,1504572
districts,kanpur nagar,uttar-pradesh,2022,1,1431918
districts,varanasi,uttar-pradesh,2022,1,1406056
districts,agra,uttar-pradesh,2022,1,1279852
districts,gorakhpur,uttar-pradesh,2022,1,1027283
districts,meerut,uttar-pradesh,2022,1,967325
districts,bareilly,uttar-pradesh,2022,1,875033
pincodes,201301,uttar-pradesh,2022,1,698600
pincodes,201009,uttar-pradesh,2022,1,385906
pincodes,201102,uttar-pradesh,2022,1,342842
pincodes,201307,uttar-pradesh,2022,1,312146
pincodes,201318,uttar-pradesh,2022,1,295067
pincodes,250001,uttar-pradesh,2022,1,282898
pincodes,247001,uttar-pradesh,2022,1,281578
pincodes,211002,uttar-pradesh,2022,1,269413
pincodes,244001,uttar-pradesh,2022,1,256505
pincodes,202001,uttar-pradesh,2022,1,249614
districts,chennai,tamil-nadu,2023,2,2987502
districts,thiruvallur,tamil-nadu,2023,2,2484893
districts,coimbatore,tamil-nadu,2023,2,2118883
districts,chengalpattu,tamil-nadu,2023,2,2031529
districts,kancheepuram,tamil-nadu,2023,2,1461910
districts,tiruppur,tamil-nadu,2023,2,1289806
districts,salem,tamil-nadu,2023,2,1144842
districts,madurai,tamil-nadu,2023,2,1035842
districts,krishnagiri,tamil-nadu,2023,2,983032
districts,tiruchirappalli,tamil-nadu,2023,2,868289
pincodes,641602,tamil-nadu,2023,2,220199
pincodes,635109,tamil-nadu,2023,2,194551
pincodes,602105,tamil-nadu,2023,2,181447
pincodes,600100,tamil-nadu,2023,2,168451
pincodes,635126,tamil-nadu,2023,2,159122
pincodes,600056,tamil-nadu,2023,2,152028
pincodes,600003,tamil-nadu,2023,2,148553
pincodes,600053,tamil-nadu,2023,2,142356
pincodes,600116,tamil-nadu,2023,2,137703
pincodes,600042,tamil-nadu,2023,2,127865
districts,chennai,tamil-nadu,2023,3,3098864
districts,thiruvallur,tamil-nadu,2023,3,2582607
districts,coimbatore,tamil-nadu,2023,3,2200165
districts,chengalpattu,tamil-nadu,2023,3,2109212
districts,kancheepuram,tamil-nadu,2023,3,1519225
districts,tiruppur,tamil-nadu,2023,3,1341973
districts,salem,tamil-nadu,2023,3,1191010
districts,madurai,tamil-nadu,2023,3,1076620
districts,krishnagiri,tamil-nadu,2023,3,1023066
districts,tiruchirappalli,tamil-nadu,2023,3,903048
pincodes,641602,tamil-nadu,2023,3,228811
pincodes,635109,tamil-nadu,2023,3,202156
pincodes,602105,tamil-nadu,2023,3,188951
pincodes,600100,tamil-nadu,2023,3,174659
pincodes,635126,tamil-nadu,2023,3,165334
pincodes,600056,tamil-nadu,2023,3,157776
pincodes,600003,tamil-nadu,2023,3,153839
pincodes,600053,tamil-nadu,2023,3,147707
pincodes,600116,tamil-nadu,2023,3,142908
pincodes,600042,tamil-nadu,2023,3,132448
districts,chennai,tamil-nadu,2023,4,3205005
districts,thiruvallur,tamil-nadu,2023,4,2676065
districts,coimbatore,tamil-nadu,2023,4,2277873
districts,chengalpattu,tamil-nadu,2023,4,2183205
districts,kancheepuram,tamil-nadu,2023,4,1574315
districts,tiruppur,tamil-nadu,2023,4,1392956
districts,salem,tamil-nadu,2023,4,1236133
districts,madurai,tamil-nadu,2023,4,1115928
districts,krishnagiri,tamil-nadu,2023,4,1060928
districts,tiruchirappalli,tamil-nadu,2023,4,936873
pincodes,641602,tamil-nadu,2023,4,237429
pincodes,635109,tamil-nadu,2023,4,209319
pincodes,602105,tamil-nadu,2023,4,196063
pincodes,600100,tamil-nadu,2023,4,180571
pincodes,635126,tamil-nadu,2023,4,171214
pincodes,600056,tamil-nadu,2023,4,163301
pincodes,600003,tamil-nadu,2023,4,158954
pincodes,600053,tamil-nadu,2023,4,152912
pincodes,600116,tamil-nadu,2023,4,147851
pincodes,641687,tamil-nadu,2023,4,137228
districts,chennai,tamil-nadu,2023,1,2885933
districts,thiruvallur,tamil-nadu,2023,1,2393917
districts,coimbatore,tamil-nadu,2023,1,2042019
districts,chengalpattu,tamil-nadu,2023,1,1959401
districts,kancheepuram,tamil-nadu,2023,1,1408216
districts,tiruppur,tamil-nadu,2023,1,1237941
districts,salem,tamil-nadu,2023,1,1100202
districts,madurai,tamil-nadu,2023,1,996514
districts,krishnagiri,tamil-nadu,2023,1,944553
districts,tiruchirappalli,tamil-nadu,2023,1,834366
pincodes,641602,tamil-nadu,2023,1,211679
pincodes,635109,tamil-nadu,2023,1,187515
pincodes,602105,tamil-nadu,2023,1,174479
pincodes,600100,tamil-nadu,2023,1,162700
pincodes,635126,tamil-nadu,2023,1,153358
pincodes,600056,tamil-nadu,2023,1,146708
pincodes,600003,tamil-nadu,2023,1,143494
pincodes,600053,tamil-nadu,2023,1,137388
pincodes,600116,tamil-nadu,2023,1,132880
pincodes,600042,tamil-nadu,2023,1,123688
districts,chennai,tamil-nadu,2021,2,1988355
districts,thiruvallur,tamil-nadu,2021,2,1626966
districts,coimbatore,tamil-nadu,2021,2,1393621
districts,chengalpattu,tamil-nadu,2021,2,1344163
districts,kancheepuram,tamil-nadu,2021,2,957182
districts,tiruppur,tamil-nadu,2021,2,828168
districts,salem,tamil-nadu,2021,2,742566
districts,madurai,tamil-nadu,2021,2,675035
districts,krishnagiri,tamil-nadu,2021,2,635191
districts,tiruchirappalli,tamil-nadu,2021,2,565156
pincodes,641602,tamil-nadu,2021,2,141899
pincodes,635109,tamil-nadu,2021,2,127444
pincodes,602105,tamil-nadu,2021,2,116613
pincodes,600100,tamil-nadu,2021,2,112485
pincodes,635126,tamil-nadu,2021,2,103999
pincodes,600056,tamil-nadu,2021,2,100579
pincodes,600003,tamil-nadu,2021,2,99585
pincodes,600053,tamil-nadu,2021,2,94042
pincodes,600116,tamil-nadu,2021,2,91189
pincodes,600042,tamil-nadu,2021,2,86035
districts,chennai,tamil-nadu,2021,3,2124347
districts,thiruvallur,tamil-nadu,2021,3,1744228
districts,coimbatore,tamil-nadu,2021,3,1494350
districts,chengalpattu,tamil-nadu,2021,3,1438295
districts,kancheepuram,tamil-nadu,2021,3,1025651
districts,tiruppur,tamil-nadu,2021,3,891753
districts,salem,tamil-nadu,2021,3,798213
districts,madurai,tamil-nadu,2021,3,725021
districts,krishnagiri,tamil-nadu,2021,3,683549
districts,tiruchirappalli,tamil-nadu,2021,3,607438
pincodes,641602,tamil-nadu,2021,3,152392
pincodes,635109,tamil-nadu,2021,3,136599
pincodes,602105,tamil-nadu,2021,3,125331
pincodes,600100,tamil-nadu,2021,3,120046
pincodes,635126,tamil-nadu,2021,3,111400
pincodes,600056,tamil-nadu,2021,3,107501
pincodes,600003,tamil-nadu,2021,3,106261
pincodes,600053,tamil-nadu,2021,3,100637
pincodes,600116,tamil-nadu,2021,3,97574
pincodes,600042,tamil-nadu,2021,3,91756
districts,chennai,tamil-nadu,2021,4,2261346
districts,thiruvallur,tamil-nadu,2021,4,1860992
districts,coimbatore,tamil-nadu,2021,4,1594082
districts,chengalpattu,tamil-nadu,2021,4,1532535
districts,kancheepuram,tamil-nadu,2021,4,1094222
districts,tiruppur,tamil-nadu,2021,4,954674
districts,salem,tamil-nadu,2021,4,853064
districts,madurai,tamil-nadu,2021,4,774490
districts,krishnagiri,tamil-nadu,2021,4,731018
districts,tiruchirappalli,tamil-nadu,2021,4,649095
pincodes,641602,tamil-nadu,2021,4,162911
pincodes,635109,tamil-nadu,2021,4,145634
pincodes,602105,tamil-nadu,2021,4,133972
pincodes,600100,tamil-nadu,2021,4,127705
pincodes,635126,tamil-nadu,2021,4,118854
pincodes,600056,tamil-nadu,2021,4,114499
pincodes,600003,tamil-nadu,2021,4,113049
pincodes,600053,tamil-nadu,2021,4,107237
pincodes,600116,tamil-nadu,2021,4,103946
pincodes,600042,tamil-nadu,2021,4,97578
districts,chennai,tamil-nadu,2021,1,1865001
districts,thiruvallur,tamil-nadu,2021,1,1522407
districts,coimbatore,tamil-nadu,2021,1,1304141
districts,chengalpattu,tamil-nadu,2021,1,1259678
districts,kancheepuram,tamil-nadu,2021,1,895950
districts,tiruppur,tamil-nadu,2021,1,772074
districts,salem,tamil-nadu,2021,1,693137
districts,madurai,tamil-nadu,2021,1,630685
districts,krishnagiri,tamil-nadu,2021,1,592655
districts,tiruchirappalli,tamil-nadu,2021,1,527667
pincodes,641602,tamil-nadu,2021,1,132560
pincodes,635109,tamil-nadu,2021,1,119256
pincodes,602105,tamil-nadu,2021,1,109002
pincodes,600100,tamil-nadu,2021,1,105601
pincodes,635126,tamil-nadu,2021,1,97362
pincodes,600056,tamil-nadu,2021,1,94311
pincodes,600003,tamil-nadu,2021,1,93539
pincodes,600053,tamil-nadu,2021,1,88146
pincodes,600116,tamil-nadu,2021,1,85493
pincodes,600042,tamil-nadu,2021,1,80853
districts,chennai,tamil-nadu,2018,2,401349
districts,thiruvallur,tamil-nadu,2018,2,300210
districts,chengalpattu,tamil-nadu,2018,2,292432
districts,coimbatore,tamil-nadu,2018,2,244374
districts,kancheepuram,tamil-nadu,2018,2,188583
districts,tiruppur,tamil-nadu,2018,2,128535
districts,salem,tamil-nadu,2018,2,126830
districts,madurai,tamil-nadu,2018,2,105957
districts,krishnagiri,tamil-nadu,2018,2,96842
districts,tiruchirappalli,tamil-nadu,2018,2,91156
pincodes,600100,tamil-nadu,2018,2,26004
pincodes,641602,tamil-nadu,2018,2,24485
pincodes,602105,tamil-nadu,2018,2,23885
pincodes,635109,tamil-nadu,2018,2,23421
pincodes,600042,tamil-nadu,2018,2,21630
pincodes,600003,tamil-nadu,2018,2,21275
pincodes,600056,tamil-nadu,2018,2,20493
pincodes,600119,tamil-nadu,2018,2,19870
pincodes,635126,tamil-nadu,2018,2,19632
pincodes,600053,tamil-nadu,2018,2,19366
districts,chennai,tamil-nadu,2018,3,511138
districts,thiruvallur,tamil-nadu,2018,3,381620
districts,chengalpattu,tamil-nadu,2018,3,368413
districts,coimbatore,tamil-nadu,2018,3,318461
districts,kancheepuram,tamil-nadu,2018,3,239985
districts,tiruppur,tamil-nadu,2018,3,172195
districts,salem,tamil-nadu,2018,3,164489
districts,madurai,tamil-nadu,2018,3,138064
districts,krishnagiri,tamil-nadu,2018,3,128769
districts,tiruchirappalli,tamil-nadu,2018,3,119661
pincodes,600100,tamil-nadu,2018,3,32407
